,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,4950,1354.25,1720.75,4950,9650.00,3600,4.25,11.00,75,-,-,-,-,-,-
1,-,-,-,-,-,-,4950,1306.70,1700.75,4950,9700.00,1500,4.00,15.00,150,-,-,-,-,-,-
2,-,-,-,-,-,-,1200,1339.90,1644.65,4950,9750.00,6375,3.05,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,1200,1293.40,1588.35,1200,9800.00,75,5.00,19.70,75,-,-,-,-,-,-
4,-,-,-,-,-,-,1200,1246.85,1499.60,4950,9850.00,6300,3.05,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,1200,1200.40,1475.90,4950,9900.00,75,7.00,25.00,75,-,-,-,-,-,-
6,-,-,-,-,-,-,1200,1153.85,1387.25,4950,9950.00,6300,3.05,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,1200,1107.35,1356.45,1200,10000.00,450,26.50,26.85,75,2.55,26.85,56.20,658,19950,50775
8,-,-,-,-,-,-,1200,1060.85,1333.60,4950,10050.00,16575,3.05,-,-,-,-,-,-,-,-
9,-,-,-,-,-,-,4950,959.25,1305.60,1200,10100.00,525,21.00,-,-,-,-,-,-,-,-
10,-,-,-,-,-,-,1200,734.55,1212.25,4950,10150.00,19575,3.05,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,4950,867.80,1187.40,1200,10200.00,3600,24.15,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,1200,674.55,1117.05,4950,10250.00,19500,3.05,-,-,-,-,-,-,-,-
13,-,-,-,-,-,-,4950,772.85,1066.90,4950,10300.00,150,37.10,49.75,75,-,-,-,-,-,-
14,-,-,-,-,-,-,1200,614.30,1012.05,4950,10350.00,16500,3.05,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,4950,675.45,959.60,4950,10400.00,150,45.10,69.75,75,-,-,-,-,-,-
16,-,-,-,-,-,-,1200,552.70,907.05,4950,10450.00,31500,3.05,-,-,-,-,-,-,-,-
17,-,-,-,-,-,-,1200,525.25,845.25,1200,10500.00,300,67.10,67.80,375,-2.75,67.95,48.80,558,14175,52350
18,-,-,-,-,-,-,1200,494.40,836.45,4950,10550.00,48375,3.20,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,1200,463.15,783.90,1200,10600.00,75,78.05,83.70,150,77.85,80.90,47.59,71,2325,2625
20,-,-,-,-,-,-,1200,435.65,734.85,4950,10650.00,41775,4.85,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,1200,348.40,692.90,1200,10700.00,225,97.80,101.70,75,-5.40,100.90,46.54,275,7950,9750
22,-,-,-,-,-,-,1200,292.55,-,-,10750.00,45375,15.10,-,-,-,-,-,-,-,-
23,-,-,-,-,-,-,375,470.10,514.50,375,10800.00,300,120.15,125.35,150,7.50,121.95,45.70,391,9150,9975
24,-,-,-,-,-,-,1125,231.15,-,-,10850.00,600,127.60,146.55,600,-,-,-,-,-,150
25,225,225,4,39.82,421.00,-368.65,75,411.30,421.00,75,10900.00,75,150.55,151.60,150,-8.25,152.00,44.80,1091,26025,42675
26,-,-,-,-,-,-,150,352.40,422.35,375,10950.00,150,164.15,168.90,75,-6.05,168.90,45.17,116,2850,3750
27,4425,3150,139,39.17,351.85,1.15,75,347.70,353.30,75,11000.00,75,183.10,184.45,75,-16.35,183.80,44.13,2957,59550,164175
28,-,-,-,-,-,-,150,281.60,345.85,375,11050.00,150,198.90,202.35,75,-15.55,202.80,43.78,236,8175,10425
