,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,-,-,-,-,15000.00,-,-,-,-,-,-,-,-,-,-
1,-,-,-,-,-,-,-,-,-,-,15100.00,-,-,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,-,-,-,-,15200.00,-,-,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,-,-,-,-,15300.00,200,11.00,-,-,-,-,-,-,-,-
4,-,-,-,-,-,-,-,-,-,-,15400.00,200,11.00,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,-,-,-,-,15500.00,200,11.00,-,-,-,-,-,-,-,-
6,-,-,-,-,-,-,-,-,-,-,15600.00,200,11.00,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,200,11.00,-,-,15700.00,200,11.00,-,-,-,-,-,-,-,-
8,-,-,-,-,-,-,200,11.00,-,-,15800.00,200,11.00,-,-,-,-,-,-,-,-
9,-,-,-,-,-,-,200,11.00,-,-,15900.00,200,11.00,-,-,-,-,-,-,-,-
10,-,-,-,-,-,-,200,11.00,-,-,16000.00,200,11.00,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,200,11.00,-,-,16100.00,50,177.45,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,200,11.00,-,-,16200.00,-,-,-,-,-,-,-,-,-,-
13,-,-,-,-,-,-,200,11.00,-,-,16300.00,-,-,-,-,-,-,-,-,-,-
14,-,-,-,-,-,-,200,5.00,-,-,16400.00,-,-,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,200,5.00,-,-,16500.00,-,-,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,200,2.00,-,-,16600.00,-,-,-,-,-,-,-,-,-,50
17,-,-,-,-,-,-,200,2.00,-,-,16700.00,-,-,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,200,1.00,-,-,16800.00,-,-,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,200,1.00,-,-,16900.00,-,-,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,200,1.00,-,-,17000.00,-,-,-,-,-,-,-,-,-,-
