,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,8300,-1460,75,43.73,3535.00,-31.70,20,3524.00,3567.85,20,25200.00,100,134.50,138.00,60,7.30,136.00,52.44,722,7300,53660
1,-,-,-,-,-,-,2480,3102.75,4702.20,2480,25300.00,16200,3.10,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,100,3013.20,4607.30,2480,25400.00,13700,3.10,-,-,-,-,-,-,-,-
3,5900,-,-,-,-,-,20,3247.95,3309.90,20,25500.00,20,154.00,161.25,20,-0.05,153.95,51.43,1520,14100,68420
4,-,-,-,-,-,-,140,2825.65,3674.75,2480,25600.00,20200,3.25,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,120,2732.15,3562.00,2480,25700.00,20200,3.35,-,-,-,-,-,-,-,-
6,-,-,-,-,-,-,100,2642.25,3448.90,2480,25800.00,20200,3.50,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,260,2547.20,3337.55,2480,25900.00,18220,3.85,-,-,-,-,-,-,-,-
8,25500,-20,8,40.04,2780.00,-46.80,20,2793.80,2831.25,20,26000.00,20,200.00,209.95,160,-9.10,206.05,48.86,1204,1700,76360
9,140,-,-,-,-,-,100,2370.95,3162.05,2480,26100.00,17780,7.25,-,-,-,-,-,-,-,100
10,-,-,-,-,-,-,120,2280.10,3117.90,2480,26200.00,15700,9.95,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,120,2175.75,2941.30,2480,26300.00,15700,13.25,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,2480,2083.60,2887.50,2480,26400.00,15700,17.75,-,-,-,-,-,-,-,-
13,11520,40,5,47.09,2448.85,48.80,20,2370.75,2410.60,20,26500.00,100,276.00,284.70,120,-18.00,280.00,47.48,1862,7640,160360
14,40,-,-,-,-,-,100,1884.60,2720.90,2480,26600.00,18100,30.60,-,-,-,-,-,-,-,-
15,40,-,-,-,-,-,2480,1799.20,2599.10,2480,26700.00,15100,39.50,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,120,1709.50,2487.50,2480,26800.00,13100,50.45,-,-,-,-,-,-,-,-
17,60,-,-,-,-,-,120,1594.25,2374.75,2480,26900.00,13100,63.95,-,-,-,-,-,-,-,-
18,44500,-1320,227,41.81,1980.00,-18.35,20,1983.60,1995.00,100,27000.00,20,371.00,374.55,80,-32.10,373.60,46.24,5144,16200,190620
19,100,-,-,-,-,-,2480,1406.30,-,-,27100.00,10300,99.80,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,100,1257.75,-,-,27200.00,1000,350.20,-,-,-,-,-,-,-,1800
21,20,-,-,-,-,-,20,1300.00,-,-,27300.00,20,420.00,-,-,-,-,-,-,-,1460
22,40,-,-,-,-,-,100,1082.25,-,-,27400.00,20,400.05,-,-,-,-,-,-,-,1020
